name,location,cuisines,rate,approx_cost_for_two,online_order,book_table
Oru Vadakkan Cafe," Koramangala 5th Block, Bangalore","Kerala, South Indian, Biryani, Seafood",3.6,300,1,0
Darjeeling Momos & Fast Food Center," Bannerghatta Road, Bangalore","Fast Food, Momos",3.85,250,1,0
Shiv Sagar," Forum Mall, Koramangala, Bangalore","South Indian, North Indian, Fast Food, Street Food",3.5,500,1,0
Kapoor's Biriyani," BTM, Bangalore","Biryani, North Indian",3.6,400,1,0
Shawarma Corner," RT Nagar, Bangalore","Lebanese, Rolls, Fast Food",3.6,300,1,0
Pakka Nati," Koramangala 1st Block, Bangalore","South Indian, Chettinad",3.65,500,1,0
Kalavara," CV Raman Nagar, Bangalore","South Indian, Kerala",3.75,150,1,0
Nammane Oota," Nagarbhavi, Bangalore",South Indian,3.6,300,1,0
Manasa Upahara Veg," Koramangala 8th Block, Bangalore","South Indian, North Indian, Chinese, Street Food",3.5,150,1,0
Sagar Samrat," New BEL Road, Bangalore","North Indian, Chinese, South Indian",3.8,400,1,0
7 Wonders Lounge," Nagarbhavi, Bangalore","North Indian, South Indian, Continental, Italian",3.7,1200,1,0
Cafe Acacia," Banashankari, Bangalore","Chinese, Fast Food",3.5,500,1,0
Frost & Feather," Kalyan Nagar, Bangalore","Fast Food, Beverages, Pizza, Sandwich, Pasta, Burger, Ice Cream",3.7,400,1,0
W XYZ Bar - Aloft Bengaluru Cessna Business Park," Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore","Finger Food, North Indian",3.5,2000,1,0
Tandoori Ghar," RT Nagar, Bangalore","North Indian, Chinese, Bengali, Fast Food",3.6,500,1,0
Sher-E-Punjab," Marathahalli, Bangalore","North Indian, Chinese",3.65,400,1,0
Foodies Express," Electronic City, Bangalore","Chinese, North Indian, Arabian, Biryani",3.7,400,1,0
SSB Biryani Kuteera," JP Nagar, Bangalore","Biryani, South Indian",3.55,300,1,0
Poha House," BTM, Bangalore",Street Food,3.65,150,1,0
Upahara Bhavan," Bannerghatta Road, Bangalore","South Indian, North Indian, Chinese",3.75,300,1,0
Ambur Star Dum Biryani," Jayanagar, Bangalore","Biryani, Kebab",3.55,200,1,0
Thunder Fried Chicken," Jeevan Bhima Nagar, Bangalore","North Indian, Biryani, Kebab, Rolls, Chinese",3.65,500,1,0
Ambujam's Chettinad Mess," Banaswadi, Bangalore","South Indian, Chettinad, Chinese, Biryani, Mughlai, Seafood",3.5,600,1,0
Lassi Shop," Banashankari, Bangalore","Beverages, Ice Cream, Desserts",3.65,250,1,0
Ice Thunder," Basavanagudi, Bangalore","South Indian, North Indian, Chinese, Desserts, Ice Cream, Street Food",3.75,500,1,0
Sweet Chariot," Cunningham Road, Bangalore","Bakery, Desserts",3.8,200,1,0
Chaat King," RR Vatika, Rajarajeshwari Nagar, Bangalore","Street Food, Sandwich, Fast Food",3.55,150,1,0
The Firewood Pizza," Kumaraswamy Layout, Bangalore","Fast Food, Italian, Beverages",3.8,500,1,0
New Udupi Kitchen," Kengeri, Bangalore","South Indian, Chinese, North Indian, Beverages, Juices",3.85,450,1,0
Sree Fish Land @ 2511," Rajarajeshwari Nagar, Bangalore","North Indian, Chinese, Mangalorean, Seafood",3.8,600,1,0
Marwadi Kitchen," Indiranagar, Bangalore","North Indian, Rajasthani",3.55,300,1,0
Karnataka Biriyani Paradise," Frazer Town, Bangalore","South Indian, Biryani",3.5,300,1,0
Down Town Waikiki," Indiranagar, Bangalore","Ice Cream, Desserts, Fast Food, Beverages",3.5,350,1,0
New Shanthi Sagar," RT Nagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Beverages",3.55,600,1,0
Kinara Family Restaurant," Bommasandra, Bangalore","South Indian, North Indian, Chinese",3.5,600,1,0
Nandanavana - Hotel Presidency," International Airport, Bangalore","North Indian, South Indian, Chinese",3.5,700,1,0
Prakriti Delux," Rajajinagar, Bangalore","North Indian, Chinese, Biryani, South Indian, Beverages",3.85,400,1,0
Paratha Corner," CV Raman Nagar, Bangalore",North Indian,3.85,250,1,0
Tongue Twisters," Sarjapur Road, Bangalore","Bengali, North Indian, Odia",3.5,350,1,0
Reddy's Restaurant," HSR, Bangalore","North Indian, Chinese, Mughlai, Andhra, Biryani",3.75,500,1,0
Delhi Mess & Paratha Center," Hesaraghatta, Bangalore","North Indian, Chinese, Biryani",3.6,350,1,0
Karavali Kitchen," Marathahalli, Bangalore","North Indian, Biryani, Chinese",3.4,400,1,0
Royanna Military Canteen," Brigade Road, Bangalore","North Indian, Kerala, Rolls",3.25,400,1,0
Goli Vada Pav No. 1," HSR, Bangalore","Street Food, Fast Food, Desserts",3.7,300,1,0
Stop 'N' Joy," Banashankari, Bangalore","Burger, Sandwich, Fast Food, Beverages",3.75,200,1,0
Aadvik Ka Kitchen," RT Nagar, Bangalore","North Indian, Chinese, South Indian, Street Food, Beverages",3.75,300,1,0
Aadvik Ka Kitchen," RT Nagar, Bangalore","North Indian, Chinese, South Indian, Street Food, Beverages",3.75,300,1,0
Panjabi Dhaba," BTM, Bangalore",North Indian,3.3,200,1,0
Ande Ka Funda," JP Nagar, Bangalore","North Indian, Fast Food",3.75,150,1,0
Estaa Sweets," Sarjapur Road, Bangalore","Mithai, Street Food",3.75,300,1,0
Vinaya Coffee Moments," JP Nagar, Bangalore","Cafe, Fast Food, Desserts, Pizza, Sandwich, Beverages",3.5,400,1,0
Cultch Resto Cafe," Marathahalli, Bangalore","Cafe, Chinese, Pizza, Fast Food",3.5,600,1,0
Shree Udupi Grand," Jayanagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts",3.8,400,1,0
Sri Basaveshwara Khanavali," CV Raman Nagar, Bangalore",South Indian,3.75,150,1,0
Raghavendra Upahara," Jayanagar, Bangalore","South Indian, Street Food, Chinese, Beverages, Desserts",3.85,200,1,0
The Chef In," Brookefield, Bangalore","Lebanese, Chinese, North Indian",3.75,350,1,0
Curries & Pickles," Banaswadi, Bangalore","Andhra, North Indian, Biryani",3.55,500,1,0
Namma Biryani," Banashankari, Bangalore","Biryani, Chinese, North Indian",3.8,300,1,0
Sagar Chats," Commercial Street, Bangalore","Chinese, Beverages, Street Food",3.5,300,1,0
Maggi Mane," Majestic, Bangalore","Fast Food, Beverages",3.85,350,1,0
Bangalore Donne Biriyani," Kumaraswamy Layout, Bangalore","Biryani, North Indian, Mughlai",3.6,300,1,0
Hot Pot," CV Raman Nagar, Bangalore","Biryani, North Indian, South Indian, Chinese",3.65,450,1,0
Vazhiyoram Restaurant," Sarjapur Road, Bangalore","Kerala, South Indian, Chinese, Fast Food",3.7,300,1,0
Espressoulster," Koramangala 4th Block, Bangalore","Cafe, Salad, Fast Food, Beverages",3.7,400,1,0
The Chaats Factory," Banashankari, Bangalore",Street Food,3.35,200,1,0
Sri Krishna Foodline," Ulsoor, Bangalore",Street Food,3.7,100,1,0
New Surya Sweets & Snacks," BTM, Bangalore","Mithai, Bakery, Street Food",3.5,300,1,0
Thaikudam Restaurant," KR Puram, Bangalore","South Indian, Chinese, North Indian",3.7,650,1,0
Kairali Restaurant," Bommasandra, Bangalore","Kerala, South Indian",3.5,400,1,0
Iyengar Bakery," Kumaraswamy Layout, Bangalore","Bakery, Fast Food",3.5,150,1,0
Basaveshwara Kanawali," Whitefield, Bangalore",South Indian,3.5,250,1,0
Cappuccino," Electronic City, Bangalore","South Indian, North Indian, Fast Food",3.65,200,1,0
Lalita's Paratha & More," Wilson Garden, Bangalore","North Indian, Biryani, Mughlai, Kebab",3.5,500,1,0
Shanthi Sagar," JP Nagar, Bangalore","South Indian, North Indian, Chinese, Desserts, Beverages",3.55,400,1,0
Himadri  Veg," Jalahalli, Bangalore","North Indian, South Indian, Chinese",3.7,500,1,0
King Fish," Nagarbhavi, Bangalore","Seafood, Chinese, North Indian, Biryani, Mughlai, Kebab",3.5,500,1,0
Vijay Kitchen," Brookefield, Bangalore","Andhra, Chinese, Biryani, Mughlai, Seafood, North Indian, South Indian",3.7,400,1,0
Mahesh Friends Food Center," Ejipura, Bangalore","Chinese, North Indian",3.3,300,1,0
Delhi Restaurant & Chaat," RT Nagar, Bangalore","North Indian, Chinese",3.55,300,1,0
Bangalore Agarwal Bhavan," Jayanagar, Bangalore","Chinese, Fast Food",3.7,600,1,0
The Bong Palate," BTM, Bangalore","Bengali, North Indian, Chinese, Fast Food",3.45,400,1,0
Ice Cream Works," Indiranagar, Bangalore","Desserts, Ice Cream",3.8,350,1,0
Hotel Abhimani," KR Puram, Bangalore","North Indian, South Indian, Chinese, Andhra",3.55,300,1,0
Annapoorna Andhra Restaurant," Sahakara Nagar, Bangalore","Andhra, Biryani, Chinese, North Indian, South Indian",3.7,400,1,0
Bombay Kababs," Jakkur, Bangalore","North Indian, Kebab, Rolls",3.7,300,1,0
Chaiywaala Da Dhaba," New BEL Road, Bangalore","Fast Food, Tea, North Indian",3.7,300,1,0
Kolkata Rolls," KR Puram, Bangalore","Rolls, Chinese, North Indian",3.55,250,1,0
Matsya Lunch Home," Malleshwaram, Bangalore","Mangalorean, South Indian, Biryani",3.65,400,1,0
Biriyani House," Whitefield, Bangalore","Biryani, North Indian, Rolls, BBQ",3.4,400,1,0
Just Delhiwala," Bellandur, Bangalore","North Indian, Chinese",3.85,300,1,0
Hotel Malnad Family Restaurant," Jalahalli, Bangalore","North Indian, Chinese, Mughlai",3.75,350,1,0
Hushy's Kitchen," Shanti Nagar, Bangalore","Fast Food, Chinese, Beverages",3.6,300,1,0
1992 Chats - Space," Rajajinagar, Bangalore","Sandwich, Fast Food",3.5,200,1,0
Hotel Ayodhya Upahar," Sadashiv Nagar, Bangalore","South Indian, Chinese",3.85,350,1,0
American Bites," Sarjapur Road, Bangalore",Fast Food,3.5,400,1,0
RPS Food Corner," Marathahalli, Bangalore","North Indian, Chinese, Bengali",3.8,400,1,0
Kolkata Famous Khati Rolls," Banashankari, Bangalore","Fast Food, Rolls, North Indian, Chinese",3.75,250,1,0
Cafe Fattoush," BTM, Bangalore","Cafe, Lebanese",3.6,700,1,0
Sri Banashankari Special Donne Biriyani," Rajarajeshwari Nagar, Bangalore","Biryani, South Indian, Mughlai",3.65,300,1,0
The Feast Fries," Kalyan Nagar, Bangalore",Fast Food,3.8,200,1,0
KF's Biryani's and Kababs," Koramangala 4th Block, Bangalore","Biryani, Kebab",3.5,400,1,0
Home Food," Electronic City, Bangalore","Andhra, Chinese, North Indian, Biryani",3.45,300,1,0
Lil Asia," Banaswadi, Bangalore","Chinese, Thai, Nepalese, Tibetan, Seafood",3.55,500,1,0
Ambur Dum Biriyani," KR Puram, Bangalore","Biryani, North Indian",3.55,300,1,0
Sri Ganesh Fruit Juice Centre," Thippasandra, Bangalore","Juices, Beverages",3.75,100,1,0
Chatkaraa Chats n Bites," CV Raman Nagar, Bangalore","Fast Food, Beverages",3.4,400,1,0
Samosa Corner," Bellandur, Bangalore",Street Food,3.5,150,1,0
The Kitchen," Koramangala 1st Block, Bangalore","North Indian, Chinese, Fast Food, Finger Food, Italian",3.7,500,1,0
Let's Chaat," HSR, Bangalore","Street Food, Fast Food",3.4,150,1,0
Sri Ganesh Fruit Juice Centre," Koramangala 6th Block, Bangalore","Juices, Beverages",3.55,100,1,0
Golden Egg," Nagarbhavi, Bangalore","Street Food, Fast Food, Chinese",3.7,300,1,0
Sanam Hotel And Caterers," Jakkur, Bangalore","Biryani, Chinese",3.6,150,1,0
GR Foods," BTM, Bangalore","Andhra, Biryani",3.75,400,1,0
Cafe Chocolicious," Hesaraghatta, Bangalore","Street Food, Pizza, Fast Food, Desserts, Beverages",3.45,450,1,0
Hotel Shalimar Meeting Point," Jakkur, Bangalore","North Indian, Chinese, Mughlai, Seafood",3.65,500,1,0
Oye Hoye," Nagawara, Bangalore",North Indian,3.75,300,1,0
Pizza Cafe," Rajarajeshwari Nagar, Bangalore","Fast Food, Sandwich, Burger, Pizza, Desserts, Beverages",3.5,700,1,0
Cafe Zzo," International Airport, Bangalore","Cafe, Fast Food",3.5,350,1,0
Kunal Tiffin Centre," RT Nagar, Bangalore",South Indian,3.8,100,1,0
Karna," Peenya, Bangalore","South Indian, North Indian, Biryani, Chinese",3.5,500,1,0
Kydz Adda," Banashankari, Bangalore","Fast Food, North Indian, Chinese, Desserts, Ice Cream, Beverages",3.5,450,1,0
Balaji Kitchen," Vijay Nagar, Bangalore","North Indian, South Indian, Chinese, Street Food, Beverages",3.55,500,1,0
Chandrappa Military Hotel," Sarjapur Road, Bangalore","South Indian, North Indian",3.6,300,1,0
Fresh Cafe," Marathahalli, Bangalore","Chinese, Fast Food, Desserts, Beverages, Juices",3.65,250,1,0
Sri Ganesh Juice Junction," Bellandur, Bangalore","Juices, Fast Food",3.5,200,1,0
SLN Pantry And Cafe," Jalahalli, Bangalore","Fast Food, Beverages, Street Food, Pizza, Pasta, Rolls",3.5,300,1,0
Bengali Khabar," Old Airport Road, Bangalore","North Indian, Bengali, Chinese, Seafood",3.55,400,1,0
Indian Chhota Samosa Garden," Koramangala 1st Block, Bangalore","North Indian, Street Food, Fast Food, Beverages",3.45,200,1,0
Kabab Station," Rajajinagar, Bangalore","North Indian, Chinese, Kebab",3.7,400,1,0
Chef Bakers," Whitefield, Bangalore","Bakery, Desserts, Fast Food",3.4,300,1,0
Kafegram Food And Beverages," Shanti Nagar, Bangalore","Salad, Burger, Sandwich, Italian, Beverages, Desserts",3.5,500,1,0
Vijaya Cafe," Majestic, Bangalore","South Indian, Chinese",3.5,300,1,0
Risalo Lassi Adda," KR Puram, Bangalore","Beverages, Fast Food, North Indian",3.55,250,1,0
SLV Grand," Brigade Road, Bangalore","South Indian, North Indian, Chinese, Desserts, Beverages",3.4,200,1,0
Kabab 4u," Peenya, Bangalore","North Indian, Chinese, Lebanese, Fast Food",3.75,450,1,0
Biriyani Dharbhar," Magadi Road, Bangalore","Biryani, Kerala",3.5,300,1,0
Thindi Katte," Rajarajeshwari Nagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages",3.6,300,1,0
Snack N Slurp," Jayanagar, Bangalore","Fast Food, Pizza, Chinese",3.65,200,1,0
Bangalore Bakers," Brookefield, Bangalore","Bakery, Desserts",3.5,300,1,0
The Hyderbadi Chefs," RT Nagar, Bangalore","South Indian, North Indian, Chinese, Fast Food, Biryani",3.5,400,1,0
Sree Lakshmi Venkateshwara Andhra Mess," Marathahalli, Bangalore","Andhra, South Indian",3.5,400,1,0
Curry Street," Jalahalli, Bangalore","North Indian, Chinese",3.7,450,1,0
ONC Cafe," Rajarajeshwari Nagar, Bangalore","Fast Food, Beverages",3.5,300,1,0
Fork Street," Koramangala 7th Block, Bangalore","Cafe, Chinese, North Indian, Fast Food, Desserts, Beverages",3.4,500,1,0
Navya Foods," BTM, Bangalore","North Indian, Fast Food",3.5,300,1,0
Sri Ganesh Fruit Juice & Chats Center," Kalyan Nagar, Bangalore","Juices, Beverages, Sandwich, Street Food, Desserts",3.7,200,1,0
Le Crusto," ITPL Main Road, Whitefield, Bangalore","Fast Food, Bakery",3.7,350,1,0
Isha Hash House," BTM, Bangalore",South Indian,3.5,200,1,0
Nammura Jonne Briyani," BTM, Bangalore","South Indian, Chinese, Biryani",3.55,300,1,0
Indian Kitchen," Sahakara Nagar, Bangalore","North Indian, Rolls, Chinese",3.75,450,1,0
The Asian Toss," Sarjapur Road, Bangalore",Chinese,3.7,400,1,0
The Crazy Wall," JP Nagar, Bangalore","Fast Food, Desserts, Beverages",3.5,250,1,0
Burger Corner," Yelahanka, Bangalore","Burger, Fast Food",3.75,350,1,0
Tomago Roast," BTM, Bangalore","Fast Food, Beverages",3.5,400,1,0
Lassi Magic," Electronic City, Bangalore","Beverages, Desserts",3.4,200,1,0
Sri Amma Banashankari  Donne Biryani," Bommanahalli, Bangalore","Biryani, South Indian",3.7,400,1,0
Kolkatta Famous Kati Roll," CV Raman Nagar, Bangalore","Rolls, Street Food",3.5,200,1,0
Vyshali Food Corner," Shanti Nagar, Bangalore","North Indian, Chinese, South Indian",3.5,400,1,0
Biryani Empire," BTM, Bangalore","Biryani, North Indian, Chinese",3.5,350,1,0
Sri Venkateshwara Chat Centre," Banashankari, Bangalore",Street Food,3.5,100,1,0
Chill Out Cafe," Electronic City, Bangalore","North Indian, Chinese, Andhra, Fast Food, Biryani, Beverages",3.5,400,1,0
Grameena Siripakaa," Vijay Nagar, Bangalore","South Indian, Chinese, North Indian, Street Food, Fast Food, Ice Cream, Beverages",3.5,500,1,0
Conner Stone," Bommanahalli, Bangalore","Desserts, Ice Cream",3.65,300,1,0
Ammayi Thakkaram," BTM, Bangalore","Kerala, South Indian",3.6,400,1,0
R.S Military Hotel," JP Nagar, Bangalore","South Indian, Biryani",3.5,400,1,0
Ashirvad Veg," Marathahalli, Bangalore","South Indian, Chinese, North Indian",3.5,300,1,0
Hello Stay Fit," Bommanahalli, Bangalore","North Indian, Chinese, Healthy Food",3.7,400,1,0
Jameela Hotel," Magadi Road, Bangalore","North Indian, Mangalorean",3.5,300,1,0
Machlee's Sea Food," Electronic City, Bangalore",Seafood,3.5,200,1,0
Sizzles And Drizzles," Jakkur, Bangalore","Fast Food, Ice Cream",3.6,300,1,0
Simple Thindi," Basavanagudi, Bangalore",South Indian,3.5,100,1,0
Candy Cake," Jayanagar, Bangalore",Bakery,3.5,150,1,0
Cafe Bakery Morning Calm Glory," Banaswadi, Bangalore","Cafe, Bakery, Desserts, Fast Food",3.5,400,1,0
Polu Foods," Hennur, Bangalore","Burger, Chinese, Fast Food, Beverages",3.5,250,1,0
Mysuru Palav," Kammanahalli, Bangalore","Biryani, North Indian",3.7,500,1,0
Cafe 69," Yelahanka, Bangalore","Fast Food, Beverages",3.5,500,1,0
Sharmaji," Shivajinagar, Bangalore",Street Food,3.5,100,1,0
Gelato Italiano," Whitefield, Bangalore","Desserts, Ice Cream",3.5,200,1,0
Gelato Italiano," Whitefield, Bangalore","Desserts, Ice Cream",3.5,200,1,0
Coffee Bay," Hesaraghatta, Bangalore","Beverages, Fast Food, Desserts",3.5,300,1,0
99 Variety Dosa," HSR, Bangalore","South Indian, Street Food",3.5,400,1,0
Royal Rolls," Mysore Road, Bangalore","North Indian, Chinese, Rolls, Fast Food",3.5,300,1,0
Munching Zone," Basaveshwara Nagar, Bangalore",Fast Food,3.7,200,1,0
Sri Balaji Juice And Chats," Vijay Nagar, Bangalore","Street Food, Beverages",3.5,400,1,0
Wok Face," Brookefield, Bangalore","Chinese, Lebanese",3.45,400,1,0
Bilal Biryani House," Koramangala 7th Block, Bangalore",North Indian,3.7,150,1,0
Basaveshwara Khanavali," Electronic City, Bangalore",South Indian,3.5,100,1,0
Shri Sambrama Hindu Military Hotel," Kanakapura Road, Bangalore",Mughlai,3.5,350,1,0
Biriyani Corner," Vasanth Nagar, Bangalore","Rolls, Biryani, Kebab, Chinese",3.5,300,1,0
Sri Vinayaka Andhra Mess," Koramangala 5th Block, Bangalore",Andhra,3.5,300,1,0
Halli Mane Donne Biryani," Jakkur, Bangalore","Biryani, South Indian",3.7,400,1,0
Mahi's Kitchen," Whitefield, Bangalore","North Indian, Street Food, Chinese",3.5,350,1,0
Mumbai Kulfi," Rammurthy Nagar, Bangalore","Ice Cream, Desserts",3.5,150,1,0
Gangotri Uttara Karnataka Mess," Vijay Nagar, Bangalore",South Indian,3.5,200,1,0
RR Dum Biryani," Basaveshwara Nagar, Bangalore",North Indian,3.5,300,1,0
Mishra's Eatery Park," Bommanahalli, Bangalore","North Indian, Chinese, South Indian",3.5,300,1,0
Friends Euro Restaurant," Koramangala 6th Block, Bangalore","Mexican, Continental, North Indian, Chinese, Mangalorean, Desserts, Beverages",3.9,700,1,0
Pa Pizza," BTM, Bangalore","Pizza, Pasta",3.6,500,1,0
B & B The Pub," Basavanagudi, Bangalore","Chinese, North Indian",3.5,1000,1,0
Aishwarya Open Air Family Restaurant," Whitefield, Bangalore","North Indian, Chinese, Mughlai, Seafood",3.75,500,1,0
Hyderabad Biryani Zone," Rammurthy Nagar, Bangalore","Biryani, North Indian, Chinese, Mughlai, Seafood, Kebab, Rolls",3.75,600,1,0
Baba Ka Dhaba," BTM, Bangalore",North Indian,3.6,400,1,0
Baba Ka Dhaba," BTM, Bangalore",North Indian,3.6,400,1,0
Husband's Kitchen," Sarjapur Road, Bangalore","Fast Food, North Indian",3.35,350,1,0
Sri Lakshmi Dhaba," BTM, Bangalore","North Indian, Chinese",3.45,250,1,0
Ghar Ki Rasoi," Bellandur, Bangalore",North Indian,3.55,500,1,0
Up Shawarma," Sarjapur Road, Bangalore",Arabian,3.6,150,1,0
Chef Kitchen," New BEL Road, Bangalore","North Indian, Biryani, Chinese",3.5,200,1,0
Delhi Restaurant," Marathahalli, Bangalore","North Indian, Mughlai, Chinese",3.55,400,1,0
Lassi Centre," Yelahanka, Bangalore","Ice Cream, Beverages",3.65,150,1,0
Shree Venkateshwara Cafe," Kumaraswamy Layout, Bangalore","Fast Food, Beverages",3.6,300,1,0
Food Mingo," Marathahalli, Bangalore","North Indian, Chinese, Fast Food",3.5,250,1,0
Kolkata Famous Kathi Rolls," Brookefield, Bangalore",Rolls,3.7,150,1,0
Burger House," HSR, Bangalore","Fast Food, Burger",3.7,400,1,0
Burger Leaf," Marathahalli, Bangalore","Burger, Sandwich, Fast Food, Beverages",3.6,400,1,0
Kosta Kitchen," Electronic City, Bangalore","Kerala, Chinese, North Indian, Biryani",3.6,300,1,0
Andhra Chilli's Family Restaurant," Bellandur, Bangalore","Biryani, Andhra, North Indian, Chinese",3.7,600,1,0
Gokul Food Point," BTM, Bangalore","Biryani, Hyderabadi",3.55,300,1,0
Apna Hotel," Whitefield, Bangalore","North Indian, Mughlai",3.5,350,1,0
Chefs Creative Corner - CCC," Marathahalli, Bangalore","Andhra, North Indian, Fast Food, Chinese, South Indian, Beverages, Ice Cream",3.35,600,1,0
Capital Cafe," Banaswadi, Bangalore","Chettinad, Chinese, South Indian, North Indian, Lebanese, Biryani",3.55,400,1,0
